[2021-06-20 08:14:22,63] [info] Pre Processing Workflow...
[2021-06-20 08:14:23,51] [info] Pre-Processing file:///home/a-m/azzaea/scalability-tst/src/cwl/host_workflow.cwl
[2021-06-20 08:14:46,39] [info] Pre-Processing file:///home/a-m/azzaea/scalability-tst/src/cwl/host.sort.tool.cwl
[2021-06-20 08:14:46,51] [info] Pre-Processing file:///home/a-m/azzaea/scalability-tst/src/cwl/host.hostname.tool.cwl
[2021-06-20 08:14:46,56] [info] Pre-Processing file:///home/a-m/azzaea/scalability-tst/src/cwl/host.serialize.tool.cwl
[2021-06-20 08:14:46,64] [info] Pre Processing Inputs...
[2021-06-20 08:14:47,30] [info] Running with database db.url = jdbc:hsqldb:mem:2ff48b5f-1f07-43ec-b422-49e23184209b;shutdown=false;hsqldb.tx=mvcc
[2021-06-20 08:14:58,56] [info] Running migration RenameWorkflowOptionsInMetadata with a read batch size of 100000 and a write batch size of 100000
[2021-06-20 08:14:58,57] [info] [RenameWorkflowOptionsInMetadata] 100%
[2021-06-20 08:14:58,86] [info] Running with database db.url = jdbc:hsqldb:mem:fce1ec18-314f-44d8-b7f3-af913b304d94;shutdown=false;hsqldb.tx=mvcc
[2021-06-20 08:15:00,33] [info] Slf4jLogger started
[2021-06-20 08:15:01,60] [info] Workflow heartbeat configuration:
{
  "cromwellId" : "cromid-78b3b97",
  "heartbeatInterval" : "2 minutes",
  "ttl" : "10 minutes",
  "failureShutdownDuration" : "5 minutes",
  "writeBatchSize" : 10000,
  "writeThreshold" : 10000
}
[2021-06-20 08:15:01,85] [info] WriteMetadataActor configured to flush with batch size 200 and process rate 5 seconds.
[2021-06-20 08:15:01,86] [info] Metadata summary refreshing every 1 second.
[2021-06-20 08:15:01,86] [info] No metadata archiver defined in config
[2021-06-20 08:15:01,86] [info] No metadata deleter defined in config
[2021-06-20 08:15:02,13] [info] KvWriteActor configured to flush with batch size 200 and process rate 5 seconds.
[2021-06-20 08:15:02,23] [[38;5;220mwarn[0m] 'docker.hash-lookup.gcr-api-queries-per-100-seconds' is being deprecated, use 'docker.hash-lookup.gcr.throttle' instead (see reference.conf)
[2021-06-20 08:15:02,23] [info] CallCacheWriteActor configured to flush with batch size 100 and process rate 3 seconds.
[2021-06-20 08:15:02,60] [info] JobExecutionTokenDispenser - Distribution rate: 256 per 1 seconds.
[2021-06-20 08:15:03,01] [info] SingleWorkflowRunnerActor: Version 63
[2021-06-20 08:15:03,07] [info] SingleWorkflowRunnerActor: Submitting workflow
[2021-06-20 08:15:03,35] [info] cwl (Unspecified version) workflow 9d3e4c8a-baef-4351-9bd5-9e68ee517690 submitted
[2021-06-20 08:15:03,39] [info] SingleWorkflowRunnerActor: Workflow submitted [38;5;2m9d3e4c8a-baef-4351-9bd5-9e68ee517690[0m
[2021-06-20 08:15:03,40] [info] 1 new workflows fetched by cromid-78b3b97: 9d3e4c8a-baef-4351-9bd5-9e68ee517690
[2021-06-20 08:15:03,42] [info] WorkflowManagerActor: Starting workflow [38;5;2m9d3e4c8a-baef-4351-9bd5-9e68ee517690[0m
[2021-06-20 08:15:03,43] [info] WorkflowManagerActor: Successfully started WorkflowActor-9d3e4c8a-baef-4351-9bd5-9e68ee517690
[2021-06-20 08:15:03,43] [info] Retrieved 1 workflows from the WorkflowStoreActor
[2021-06-20 08:15:03,55] [info] WorkflowStoreHeartbeatWriteActor configured to flush with batch size 10000 and process rate 2 minutes.
[2021-06-20 08:15:03,77] [info] MaterializeWorkflowDescriptorActor [[38;5;2m9d3e4c8a[0m]: Parsing workflow as CWL v1.0
[2021-06-20 08:15:05,48] [info] MaterializeWorkflowDescriptorActor [[38;5;2m9d3e4c8a[0m]: Call-to-Backend assignments: hostStep1 -> slurm, catsortStep -> slurm, rangeStep -> slurm, hostStep2 -> slurm
[2021-06-20 08:15:07,62] [info] Not triggering log of token queue status. Effective log interval = None
[2021-06-20 08:15:08,16] [info] WorkflowExecutionActor-9d3e4c8a-baef-4351-9bd5-9e68ee517690 [[38;5;2m9d3e4c8a[0m]: Starting rangeStep
[2021-06-20 08:15:08,62] [info] Assigned new job execution tokens to the following groups: 9d3e4c8a: 1
[2021-06-20 08:15:08,83] [info] DispatchedConfigAsyncJobExecutionActor [[38;5;2m9d3e4c8a[0mrangeStep:NA:1]: [38;5;5m'echo'[0m
[2021-06-20 08:15:09,01] [info] DispatchedConfigAsyncJobExecutionActor [[38;5;2m9d3e4c8a[0mrangeStep:NA:1]: executing: sbatch -J cromwell_9d3e4c8a_rangeStep -D /home/a-m/azzaea/scalability-tst/src/cwl/cromwell-executions/host_workflow.cwl/9d3e4c8a-baef-4351-9bd5-9e68ee517690/call-rangeStep -o /home/a-m/azzaea/scalability-tst/src/cwl/cromwell-executions/host_workflow.cwl/9d3e4c8a-baef-4351-9bd5-9e68ee517690/call-rangeStep/execution/stdout -e /home/a-m/azzaea/scalability-tst/src/cwl/cromwell-executions/host_workflow.cwl/9d3e4c8a-baef-4351-9bd5-9e68ee517690/call-rangeStep/execution/stderr -p normal -c 1 --wrap "/bin/bash /home/a-m/azzaea/scalability-tst/src/cwl/cromwell-executions/host_workflow.cwl/9d3e4c8a-baef-4351-9bd5-9e68ee517690/call-rangeStep/execution/script"
[2021-06-20 08:15:12,20] [info] DispatchedConfigAsyncJobExecutionActor [[38;5;2m9d3e4c8a[0mrangeStep:NA:1]: job id: 7429565
[2021-06-20 08:15:12,21] [info] DispatchedConfigAsyncJobExecutionActor [[38;5;2m9d3e4c8a[0mrangeStep:NA:1]: Cromwell will watch for an rc file but will *not* double-check whether this job is actually alive (unless Cromwell restarts)
[2021-06-20 08:15:12,21] [info] DispatchedConfigAsyncJobExecutionActor [[38;5;2m9d3e4c8a[0mrangeStep:NA:1]: Status change from - to Running
[2021-06-20 08:15:13,89] [info] DispatchedConfigAsyncJobExecutionActor [[38;5;2m9d3e4c8a[0mrangeStep:NA:1]: Status change from Running to Done
[2021-06-20 08:15:17,64] [info] WorkflowExecutionActor-9d3e4c8a-baef-4351-9bd5-9e68ee517690 [[38;5;2m9d3e4c8a[0m]: Starting hostStep1 (256 shards)
[2021-06-20 08:15:18,67] [info] Assigned new job execution tokens to the following groups: 9d3e4c8a: 256
