[2021-06-14 20:51:17,93] [info] Pre Processing Workflow...
[2021-06-14 20:51:18,39] [info] Pre-Processing file:///home/a-m/azzaea/scalability-tst/src/cwl/host_process.cwl
[2021-06-14 20:51:44,37] [info] Pre-Processing file:///home/a-m/azzaea/scalability-tst/src/cwl/host.sort.tool.cwl
[2021-06-14 20:51:44,52] [info] Pre-Processing file:///home/a-m/azzaea/scalability-tst/src/cwl/host.hostname.tool.cwl
[2021-06-14 20:51:44,59] [info] Pre-Processing file:///home/a-m/azzaea/scalability-tst/src/cwl/host.serialize.tool.cwl
[2021-06-14 20:51:44,67] [info] Pre Processing Inputs...
[2021-06-14 20:51:45,01] [info] Running with database db.url = jdbc:hsqldb:mem:5be9aafa-3ae3-4546-81ef-d402968a4eb1;shutdown=false;hsqldb.tx=mvcc
[2021-06-14 20:51:57,72] [info] Running migration RenameWorkflowOptionsInMetadata with a read batch size of 100000 and a write batch size of 100000
[2021-06-14 20:51:57,74] [info] [RenameWorkflowOptionsInMetadata] 100%
[2021-06-14 20:51:57,96] [info] Running with database db.url = jdbc:hsqldb:mem:23a45d7f-c50d-4be4-887f-d1f77631f96b;shutdown=false;hsqldb.tx=mvcc
[2021-06-14 20:51:58,74] [info] Slf4jLogger started
[2021-06-14 20:51:58,98] [info] Workflow heartbeat configuration:
{
  "cromwellId" : "cromid-afe0612",
  "heartbeatInterval" : "2 minutes",
  "ttl" : "10 minutes",
  "failureShutdownDuration" : "5 minutes",
  "writeBatchSize" : 10000,
  "writeThreshold" : 10000
}
[2021-06-14 20:51:59,21] [info] Metadata summary refreshing every 1 second.
[2021-06-14 20:51:59,22] [info] No metadata archiver defined in config
[2021-06-14 20:51:59,22] [info] No metadata deleter defined in config
[2021-06-14 20:51:59,25] [info] WriteMetadataActor configured to flush with batch size 200 and process rate 5 seconds.
[2021-06-14 20:51:59,29] [info] KvWriteActor configured to flush with batch size 200 and process rate 5 seconds.
[2021-06-14 20:51:59,41] [[38;5;220mwarn[0m] 'docker.hash-lookup.gcr-api-queries-per-100-seconds' is being deprecated, use 'docker.hash-lookup.gcr.throttle' instead (see reference.conf)
[2021-06-14 20:51:59,44] [info] CallCacheWriteActor configured to flush with batch size 100 and process rate 3 seconds.
[2021-06-14 20:51:59,56] [info] JobExecutionTokenDispenser - Distribution rate: 512 per 1 seconds.
[2021-06-14 20:51:59,73] [info] SingleWorkflowRunnerActor: Version 63
[2021-06-14 20:51:59,74] [info] SingleWorkflowRunnerActor: Submitting workflow
[2021-06-14 20:51:59,88] [info] cwl (Unspecified version) workflow 25c49478-790f-4052-b07d-c7be48004c97 submitted
[2021-06-14 20:51:59,88] [info] SingleWorkflowRunnerActor: Workflow submitted [38;5;2m25c49478-790f-4052-b07d-c7be48004c97[0m
[2021-06-14 20:51:59,89] [info] 1 new workflows fetched by cromid-afe0612: 25c49478-790f-4052-b07d-c7be48004c97
[2021-06-14 20:51:59,90] [info] WorkflowManagerActor: Starting workflow [38;5;2m25c49478-790f-4052-b07d-c7be48004c97[0m
[2021-06-14 20:51:59,92] [info] WorkflowManagerActor: Successfully started WorkflowActor-25c49478-790f-4052-b07d-c7be48004c97
[2021-06-14 20:51:59,92] [info] Retrieved 1 workflows from the WorkflowStoreActor
[2021-06-14 20:51:59,93] [info] WorkflowStoreHeartbeatWriteActor configured to flush with batch size 10000 and process rate 2 minutes.
[2021-06-14 20:52:00,06] [info] MaterializeWorkflowDescriptorActor [[38;5;2m25c49478[0m]: Parsing workflow as CWL v1.0
[2021-06-14 20:52:01,49] [info] MaterializeWorkflowDescriptorActor [[38;5;2m25c49478[0m]: Call-to-Backend assignments: hostStep1 -> slurm, rangeStep -> slurm, catsortStep -> slurm
[2021-06-14 20:52:04,19] [info] WorkflowExecutionActor-25c49478-790f-4052-b07d-c7be48004c97 [[38;5;2m25c49478[0m]: Starting rangeStep
[2021-06-14 20:52:04,56] [info] Not triggering log of token queue status. Effective log interval = None
[2021-06-14 20:52:04,58] [info] Assigned new job execution tokens to the following groups: 25c49478: 1
[2021-06-14 20:52:04,84] [info] DispatchedConfigAsyncJobExecutionActor [[38;5;2m25c49478[0mrangeStep:NA:1]: [38;5;5m'echo'[0m
[2021-06-14 20:52:04,95] [info] DispatchedConfigAsyncJobExecutionActor [[38;5;2m25c49478[0mrangeStep:NA:1]: executing: sbatch -J cromwell_25c49478_rangeStep -D /home/a-m/azzaea/scalability-tst/src/cwl/cromwell-executions/host_process.cwl/25c49478-790f-4052-b07d-c7be48004c97/call-rangeStep -o /home/a-m/azzaea/scalability-tst/src/cwl/cromwell-executions/host_process.cwl/25c49478-790f-4052-b07d-c7be48004c97/call-rangeStep/execution/stdout -e /home/a-m/azzaea/scalability-tst/src/cwl/cromwell-executions/host_process.cwl/25c49478-790f-4052-b07d-c7be48004c97/call-rangeStep/execution/stderr -p normal -c 1 --wrap "/bin/bash /home/a-m/azzaea/scalability-tst/src/cwl/cromwell-executions/host_process.cwl/25c49478-790f-4052-b07d-c7be48004c97/call-rangeStep/execution/script"
[2021-06-14 20:52:09,33] [info] DispatchedConfigAsyncJobExecutionActor [[38;5;2m25c49478[0mrangeStep:NA:1]: job id: 7365382
[2021-06-14 20:52:09,34] [info] DispatchedConfigAsyncJobExecutionActor [[38;5;2m25c49478[0mrangeStep:NA:1]: Cromwell will watch for an rc file but will *not* double-check whether this job is actually alive (unless Cromwell restarts)
[2021-06-14 20:52:09,34] [info] DispatchedConfigAsyncJobExecutionActor [[38;5;2m25c49478[0mrangeStep:NA:1]: Status change from - to Running
